equipment_id,date,production_rate,operating_hours,downtime_hours,operator_id,product_type,raw_material_quality,ambient_temperature,ambient_humidity
1,2024-06-06 17:16:29.041137,97.49945,20.561007,1.0283242,89,TypeB,Medium,23.862507,48.770996
1,2024-06-07 17:16:29.041137,82.91808,22.022404,2.6934478,97,TypeA,High,23.851923,46.50036
1,2024-06-08 17:16:29.041137,89.06509,20.895164,0.9229116,44,TypeB,High,25.582277,51.35977
1,2024-06-09 17:16:29.041137,81.71288,22.263,0.81327,89,TypeC,High,32.462345,39.076416
1,2024-06-10 17:16:29.041137,96.34555,21.349401,0.5240815,82,TypeA,High,21.255758,55.738186
1,2024-06-11 17:16:29.041137,80.34206,21.623243,3.5038772,74,TypeC,High,26.521475,39.869907
1,2024-06-12 17:16:29.041137,89.75494,21.323427,1.2403804,58,TypeA,High,17.077547,43.289314
1,2024-06-13 17:16:29.041137,87.23873,21.421383,1.7250308,42,TypeB,Medium,22.847172,33.43411
1,2024-06-14 17:16:29.041137,89.2051,22.01588,0.7907485,89,TypeA,High,27.952803,37.560818
1,2024-06-15 17:16:29.041137,84.71626,21.329653,1.4209718,82,TypeC,High,33.305782,41.917458
1,2024-06-16 17:16:29.041137,88.72853,20.434288,2.5647438,68,TypeB,Medium,32.252895,44.866867
1,2024-06-17 17:16:29.041137,89.397385,20.67618,3.2660398,44,TypeC,High,27.430658,42.73063
1,2024-06-18 17:16:29.041137,88.28396,22.483221,1.0012848,43,TypeB,Medium,34.122963,41.825413
1,2024-06-19 17:16:29.041137,94.59277,21.720888,0.7318688,34,TypeA,Medium,29.312073,44.886944
1,2024-06-20 17:16:29.041137,93.90709,21.363178,3.159031,26,TypeC,High,17.145344,43.653217
1,2024-06-21 17:16:29.041137,85.800835,23.026112,3.0991206,74,TypeB,High,23.667124,56.007084
1,2024-06-22 17:16:29.041137,81.02452,20.870249,3.8836298,66,TypeA,High,23.884848,50.934616
1,2024-06-23 17:16:29.041137,97.77082,20.35665,3.5746808,46,TypeC,Low,23.582058,51.547943
1,2024-06-24 17:16:29.041137,84.42237,22.223751,1.7828162,63,TypeB,High,22.329807,63.026905
1,2024-06-25 17:16:29.041137,84.874565,23.502388,0.5646346,80,TypeA,Low,21.445578,47.998955
1,2024-06-26 17:16:29.041137,98.75758,21.849234,3.9231415,10,TypeA,High,18.780369,68.912735
1,2024-06-27 17:16:29.041137,96.90828,20.625519,0.4673478,29,TypeB,High,25.482998,48.00016
1,2024-06-28 17:16:29.041137,97.998146,21.497332,1.5701978,85,TypeB,High,28.164806,69.55774
1,2024-06-29 17:16:29.041137,85.36953,23.653637,2.680408,24,TypeB,High,31.952951,66.51676
1,2024-06-30 17:16:29.041137,88.221054,23.81124,1.2697705,53,TypeB,High,27.759527,61.526104
1,2024-07-01 17:16:29.041137,91.248665,23.118858,1.8124883,1,TypeB,High,21.559832,53.6774
1,2024-07-02 17:16:29.041137,93.33754,20.384247,1.7989097,71,TypeC,High,28.581953,39.02961
1,2024-07-03 17:16:29.041137,92.207794,20.173174,0.58459145,24,TypeB,High,21.994207,30.128521
1,2024-07-04 17:16:29.041137,97.023254,23.633581,2.1289713,100,TypeA,Medium,22.016172,52.25339
1,2024-07-05 17:16:29.041137,89.153625,20.39133,1.2464212,6,TypeA,Low,28.005566,51.216305
1,2024-07-06 17:16:29.041137,93.04182,23.578936,2.4484003,54,TypeB,High,29.634459,32.278236
1,2024-07-07 17:16:29.041137,96.25474,22.952862,3.735869,47,TypeA,Medium,24.258,56.482857
1,2024-07-08 17:16:29.041137,80.655495,23.487202,2.0734107,66,TypeB,High,19.579126,41.10587
1,2024-07-09 17:16:29.041137,93.7975,20.06105,0.27325234,97,TypeB,High,26.267965,30.084513
1,2024-07-10 17:16:29.041137,93.65062,20.519077,0.16922869,62,TypeA,High,20.813622,65.79491
1,2024-07-11 17:16:29.041137,96.431175,21.527788,3.5002694,56,TypeC,High,20.70913,69.64275
1,2024-07-12 17:16:29.041137,84.89584,20.734035,2.1966255,30,TypeB,Low,14.719132,56.695732
1,2024-07-13 17:16:29.041137,86.516014,22.807983,1.1784185,46,TypeC,High,25.440435,40.607258
1,2024-07-14 17:16:29.041137,86.29921,22.683012,1.1559504,60,TypeB,High,25.901976,54.763474
1,2024-07-15 17:16:29.041137,96.16274,20.242538,1.6571448,94,TypeA,High,27.929234,47.013836
1,2024-07-16 17:16:29.041137,98.2455,20.805145,2.8366406,85,TypeA,Low,31.81849,67.29458
1,2024-07-17 17:16:29.041137,95.82838,23.801458,1.2357218,9,TypeA,High,24.42813,47.71373
1,2024-07-18 17:16:29.041137,92.30314,21.005947,3.7869754,5,TypeB,High,27.52894,69.2144
1,2024-07-19 17:16:29.041137,96.10237,21.728685,0.49441156,55,TypeA,High,27.110126,38.183475
1,2024-07-20 17:16:29.041137,88.35579,23.192202,2.5902443,33,TypeC,High,36.8217,42.196575
1,2024-07-21 17:16:29.041137,85.76295,22.22535,0.3649061,92,TypeA,High,32.72092,32.34355
1,2024-07-22 17:16:29.041137,98.86219,20.404732,1.2184418,33,TypeC,High,30.986343,62.60978
1,2024-07-23 17:16:29.041137,95.443245,22.455507,1.7947402,27,TypeA,Medium,27.304941,32.82355
1,2024-07-24 17:16:29.041137,85.33407,21.557001,1.07181,82,TypeA,High,30.300102,52.505157
1,2024-07-25 17:16:29.041137,96.45604,21.617733,3.7303882,36,TypeA,High,19.793053,45.436726
1,2024-07-26 17:16:29.041137,84.90352,21.90868,2.695624,69,TypeB,High,21.378145,48.378998
1,2024-07-27 17:16:29.041137,97.036354,21.691193,2.6820478,67,TypeA,Low,30.01721,34.876286
1,2024-07-28 17:16:29.041137,95.00925,21.352018,3.5151894,87,TypeB,High,16.931314,47.316544
1,2024-07-29 17:16:29.041137,83.423035,23.99915,3.4861915,40,TypeC,High,27.98995,52.85692
1,2024-07-30 17:16:29.041137,87.4702,22.69233,1.0777447,72,TypeB,Low,24.337666,39.671925
1,2024-07-31 17:16:29.041137,94.73509,22.962187,3.5111823,61,TypeA,High,33.794613,53.204395
1,2024-08-01 17:16:29.041137,98.13542,21.664043,2.0477262,43,TypeC,High,17.43893,64.106926
1,2024-08-02 17:16:29.041137,82.98859,23.829052,1.7830156,4,TypeC,Medium,27.154427,58.05125
1,2024-08-03 17:16:29.041137,94.96368,21.054651,3.869691,84,TypeB,High,24.88459,48.802765
1,2024-08-04 17:16:29.041137,84.39543,23.135365,3.9574168,34,TypeC,High,24.556446,64.524475
1,2024-08-05 17:16:29.041137,96.16409,21.652239,1.0788991,80,TypeB,High,16.732395,55.849068
1,2024-08-06 17:16:29.041137,86.54723,21.358528,2.129549,58,TypeB,High,26.30868,63.54473
1,2024-08-07 17:16:29.041137,95.3314,22.939045,1.4275749,5,TypeC,Low,28.18561,54.025234
1,2024-08-08 17:16:29.041137,91.047905,23.544529,0.9178623,37,TypeC,High,22.591438,44.460876
1,2024-08-09 17:16:29.041137,99.419014,22.810007,3.407697,99,TypeB,High,25.91343,62.68257
1,2024-08-10 17:16:29.041137,99.61542,21.624744,3.0423753,62,TypeB,High,23.964245,61.017292
1,2024-08-11 17:16:29.041137,87.062744,22.976,1.3814172,38,TypeC,Low,34.18337,40.02868
1,2024-08-12 17:16:29.041137,82.14733,23.916544,2.1944377,51,TypeC,High,24.600039,33.035683
1,2024-08-13 17:16:29.041137,99.449684,21.650526,2.0107527,71,TypeC,High,22.842901,47.21114
1,2024-08-14 17:16:29.041137,97.13239,21.532074,3.1205704,40,TypeB,High,25.075832,39.393837
1,2024-08-15 17:16:29.041137,84.13811,20.116837,3.7441428,85,TypeC,High,21.424519,31.133364
1,2024-08-16 17:16:29.041137,94.85914,21.70471,3.9395428,94,TypeB,High,25.368946,65.20816
1,2024-08-17 17:16:29.041137,89.41437,20.677597,1.1994112,82,TypeB,High,18.57956,50.31823
1,2024-08-18 17:16:29.041137,91.01304,22.798847,1.9015787,50,TypeA,High,31.331532,32.010498
1,2024-08-19 17:16:29.041137,90.42331,23.723919,0.42632812,81,TypeA,High,32.306534,37.66701
1,2024-08-20 17:16:29.041137,83.51405,22.332624,3.9494364,20,TypeB,Low,27.839106,51.22535
1,2024-08-21 17:16:29.041137,81.80991,23.257868,3.3945997,36,TypeA,High,30.859547,69.37572
1,2024-08-22 17:16:29.041137,86.11245,21.774134,1.2200679,10,TypeC,Medium,33.76645,34.896946
1,2024-08-23 17:16:29.041137,99.2914,21.608812,0.7022904,77,TypeB,High,21.638859,46.82324
1,2024-08-24 17:16:29.041137,90.00542,23.994059,0.74406034,97,TypeA,High,27.054363,54.035206
1,2024-08-25 17:16:29.041137,87.42176,22.57433,0.32936954,81,TypeB,High,28.57385,63.409615
1,2024-08-26 17:16:29.041137,81.563995,20.211191,2.7904398,65,TypeC,High,20.963118,67.90033
1,2024-08-27 17:16:29.041137,98.05276,22.401281,2.3428323,96,TypeB,High,21.031416,31.149899
1,2024-08-28 17:16:29.041137,97.32758,21.794027,3.250946,50,TypeA,High,16.682083,44.6409
1,2024-08-29 17:16:29.041137,89.22612,23.864973,3.314931,39,TypeB,High,33.578625,36.627205
1,2024-08-30 17:16:29.041137,89.043365,20.502651,0.08523525,44,TypeC,High,27.515371,64.25064
1,2024-08-31 17:16:29.041137,84.138336,20.921047,1.4762735,36,TypeA,High,15.787159,62.222
1,2024-09-01 17:16:29.041137,99.806114,22.69034,1.1840127,92,TypeB,Medium,23.967773,32.401283
1,2024-09-02 17:16:29.041137,83.922516,22.636332,2.2533932,79,TypeB,High,20.23112,69.95276
1,2024-09-03 17:16:29.041137,80.00161,21.515444,1.2635863,21,TypeB,High,21.142471,47.263573
1,2024-09-04 17:16:29.041137,81.40779,23.299946,0.57878655,56,TypeB,High,17.150393,45.149334
1,2024-09-05 17:16:29.041137,82.21671,23.036976,0.55077964,76,TypeC,High,24.278654,58.272465
1,2024-09-06 17:16:29.041137,86.61871,21.078691,0.80490947,95,TypeB,Low,34.210094,38.93539
1,2024-09-07 17:16:29.041137,86.20148,21.467897,0.012771108,12,TypeB,High,22.968548,53.713715
1,2024-09-08 17:16:29.041137,89.41338,21.339212,0.16872914,32,TypeC,High,32.84807,53.221165
1,2024-09-09 17:16:29.041137,90.26199,22.844105,2.2183306,91,TypeC,High,19.850882,43.574085
1,2024-09-10 17:16:29.041137,91.32968,21.533928,0.36964887,15,TypeB,High,20.075653,33.262043
1,2024-09-11 17:16:29.041137,81.043785,22.114223,3.085507,74,TypeC,High,15.477421,46.698902
1,2024-09-12 17:16:29.041137,89.24929,23.17781,3.3560514,44,TypeB,High,29.915077,35.523396
1,2024-09-13 17:16:29.041137,96.64027,20.397337,3.9405434,18,TypeB,High,26.988344,69.45703
1,2024-09-14 17:16:29.041137,86.58139,22.264874,0.92310905,52,TypeC,Medium,32.69586,35.548172
1,2024-09-15 17:16:29.041137,85.620995,22.303656,1.1894864,44,TypeA,High,34.673935,33.37263
1,2024-09-16 17:16:29.041137,93.335236,21.129974,0.1768155,1,TypeC,High,20.251268,33.010624
1,2024-09-17 17:16:29.041137,92.125114,20.784763,2.0299022,34,TypeB,High,27.721354,36.234993
1,2024-09-18 17:16:29.041137,85.278305,23.049925,0.39018267,38,TypeA,Medium,33.4893,56.68293
1,2024-09-19 17:16:29.041137,82.59598,22.380922,3.6182988,36,TypeC,High,15.459858,54.54214
1,2024-09-20 17:16:29.041137,92.80555,23.440907,3.180418,75,TypeA,High,20.832611,63.94581
1,2024-09-21 17:16:29.041137,92.88452,23.714787,3.6843162,49,TypeB,High,32.009724,55.112705
1,2024-09-22 17:16:29.041137,96.80053,20.942556,3.317379,78,TypeB,High,25.652843,35.064156
1,2024-09-23 17:16:29.041137,87.286835,23.417877,1.6397954,52,TypeA,High,27.631018,33.833878
1,2024-09-24 17:16:29.041137,95.785225,22.631025,0.7670947,49,TypeA,High,25.078638,48.17021
1,2024-09-25 17:16:29.041137,93.13269,21.502472,1.5497556,6,TypeC,High,29.09239,46.493263
1,2024-09-26 17:16:29.041137,96.41746,22.869284,1.0354639,73,TypeB,Low,23.405521,50.618275
1,2024-09-27 17:16:29.041137,84.34608,23.751165,0.35188568,66,TypeB,High,25.881796,53.946854
1,2024-09-28 17:16:29.041137,84.51134,21.220633,0.5168568,4,TypeB,High,27.600847,47.514893
1,2024-09-29 17:16:29.041137,95.5812,21.091784,0.002639269,97,TypeB,High,24.869555,43.87224
1,2024-09-30 17:16:29.041137,97.343544,20.485275,1.6742224,49,TypeB,Medium,31.044546,46.775795
1,2024-10-01 17:16:29.041137,80.37035,22.313955,3.7377923,82,TypeB,High,23.501577,59.710438
1,2024-10-02 17:16:29.041137,85.99867,22.98045,1.4994378,6,TypeA,Low,30.525383,40.092102
1,2024-10-03 17:16:29.041137,86.76095,20.412931,0.8925108,74,TypeC,Low,28.892275,58.55772
1,2024-10-04 17:16:29.041137,98.21749,20.04194,1.3670276,55,TypeA,Medium,24.756481,53.802914
1,2024-10-05 17:16:29.041137,92.51423,23.316776,0.91066897,88,TypeC,High,26.20284,36.10861
1,2024-10-06 17:16:29.041137,81.48953,21.653671,2.2710755,36,TypeB,High,23.977354,62.45979
1,2024-10-07 17:16:29.041137,99.252594,20.394127,0.36287066,62,TypeA,High,21.648026,52.506756
1,2024-10-08 17:16:29.041137,95.51089,21.84335,1.1522065,21,TypeC,High,25.653494,55.170162
1,2024-10-09 17:16:29.041137,81.12948,23.347008,2.707649,100,TypeA,Low,25.39964,50.198727
1,2024-10-10 17:16:29.041137,82.37054,22.871014,1.8768468,14,TypeC,High,26.308521,69.6798
1,2024-10-11 17:16:29.041137,99.62981,21.385609,0.74641746,31,TypeA,Medium,24.139631,68.69932
1,2024-10-12 17:16:29.041137,95.776085,22.1164,0.7560585,51,TypeB,Low,27.66624,41.99921
1,2024-10-13 17:16:29.041137,95.60878,20.640377,1.9227319,6,TypeC,High,21.65594,33.253323
1,2024-10-14 17:16:29.041137,97.44763,22.54632,0.36295134,73,TypeA,High,23.009653,60.191998
1,2024-10-15 17:16:29.041137,81.12515,20.443476,3.3305197,8,TypeB,Medium,14.158631,46.01528
1,2024-10-16 17:16:29.041137,99.9561,20.952103,1.6381303,92,TypeC,High,25.266441,69.32845
1,2024-10-17 17:16:29.041137,94.48226,21.092241,0.9175071,78,TypeC,Low,28.815582,59.1651
1,2024-10-18 17:16:29.041137,96.943695,21.04158,1.5887005,93,TypeA,High,24.32658,41.42361
1,2024-10-19 17:16:29.041137,96.1691,23.402025,1.4168448,11,TypeC,High,26.90198,65.98956
1,2024-10-20 17:16:29.041137,82.315475,20.384363,2.076701,24,TypeC,High,19.791334,34.47896
1,2024-10-21 17:16:29.041137,95.25002,20.311823,3.2787917,46,TypeB,High,28.123516,69.22717
1,2024-10-22 17:16:29.041137,92.12965,21.982134,0.53443,30,TypeB,Low,18.997606,51.813484
1,2024-10-23 17:16:29.041137,84.318634,23.233448,3.1696553,73,TypeA,High,24.828686,51.788345
1,2024-10-24 17:16:29.041137,80.42231,22.822945,1.2565503,34,TypeA,Medium,29.72564,44.439877
1,2024-10-25 17:16:29.041137,83.80591,21.984665,0.41641656,52,TypeB,Medium,31.554054,46.58704
1,2024-10-26 17:16:29.041137,87.14864,20.043594,2.8851907,24,TypeB,Medium,26.677666,47.893677
1,2024-10-27 17:16:29.041137,86.18045,20.743608,1.468424,82,TypeC,High,20.435669,54.316223
1,2024-10-28 17:16:29.041137,92.15769,23.113558,1.0678971,58,TypeC,High,13.541858,40.13729
1,2024-10-29 17:16:29.041137,84.21271,20.96917,2.6764615,92,TypeC,High,19.543055,44.393463
1,2024-10-30 17:16:29.041137,93.035255,21.402622,3.0827057,67,TypeB,High,32.157227,55.916912
1,2024-10-31 17:16:29.041137,96.78265,23.214552,1.9192891,24,TypeA,Medium,12.825078,37.50655
1,2024-11-01 17:16:29.041137,91.083855,23.662828,1.8707029,30,TypeA,High,25.24012,56.169876
1,2024-11-02 17:16:29.041137,90.438126,23.133615,2.6867657,36,TypeC,High,24.727972,44.269527
1,2024-11-03 17:16:29.041137,99.841156,23.795973,3.3254545,97,TypeA,High,20.82385,31.61149
1,2024-11-04 17:16:29.041137,93.435196,20.75144,0.43386143,94,TypeB,High,23.635689,43.40185
1,2024-11-05 17:16:29.041137,91.27776,20.873173,2.533867,12,TypeB,High,19.729996,67.80888
1,2024-11-06 17:16:29.041137,87.19648,20.877892,0.5176313,70,TypeC,Medium,26.223299,36.79425
1,2024-11-07 17:16:29.041137,85.733955,22.24706,1.0450228,44,TypeA,High,23.07105,62.245377
1,2024-11-08 17:16:29.041137,87.69758,20.071268,3.9074643,8,TypeC,High,22.872772,52.847443
1,2024-11-09 17:16:29.041137,84.095764,23.158638,2.0629182,29,TypeC,High,27.782726,54.47452
1,2024-11-10 17:16:29.041137,81.21391,23.939968,0.6180325,9,TypeA,Medium,18.086004,65.52269
1,2024-11-11 17:16:29.041137,86.62541,23.7618,3.59605,20,TypeC,High,23.532492,46.0351
1,2024-11-12 17:16:29.041137,81.051056,22.57727,0.4576005,14,TypeB,High,23.97842,34.10549
1,2024-11-13 17:16:29.041137,89.50197,20.99254,3.8947902,18,TypeC,Low,26.631544,38.30243
1,2024-11-14 17:16:29.041137,89.10213,23.950941,3.704132,86,TypeA,Low,22.465689,47.894176
1,2024-11-15 17:16:29.041137,98.1707,23.019075,1.3978447,30,TypeC,High,26.404202,59.052254
1,2024-11-16 17:16:29.041137,99.50332,20.744287,3.5955987,31,TypeB,High,27.087461,56.917248
1,2024-11-17 17:16:29.041137,89.14741,23.222391,2.545683,95,TypeC,Low,28.567131,38.147587
1,2024-11-18 17:16:29.041137,93.51301,20.53014,2.342056,72,TypeB,High,27.210745,67.314316
1,2024-11-19 17:16:29.041137,96.15506,23.116009,2.6179972,100,TypeC,High,22.968689,38.010704
1,2024-11-20 17:16:29.041137,80.93936,22.51275,2.9672773,94,TypeB,High,18.857628,65.11066
1,2024-11-21 17:16:29.041137,83.57485,21.007702,0.48040247,37,TypeB,High,27.47747,65.04633
1,2024-11-22 17:16:29.041137,93.14746,22.595392,1.782232,87,TypeC,Medium,31.006268,46.551746
1,2024-11-23 17:16:29.041137,91.6307,20.393057,2.398269,31,TypeA,High,15.806023,39.84765
1,2024-11-24 17:16:29.041137,84.7659,20.871447,3.8484104,8,TypeB,High,31.500158,39.916325
1,2024-11-25 17:16:29.041137,80.49471,21.986145,0.6210472,58,TypeA,High,20.342436,40.51478
1,2024-11-26 17:16:29.041137,96.31711,23.150362,0.9410897,23,TypeB,Medium,20.899895,66.03041
1,2024-11-27 17:16:29.041137,84.44709,23.988178,3.848737,57,TypeC,High,17.951529,56.412083
1,2024-11-28 17:16:29.041137,80.36761,20.732151,1.7135261,90,TypeC,Medium,26.770205,42.01887
1,2024-11-29 17:16:29.041137,86.958405,20.64344,0.19505621,91,TypeB,High,20.433752,33.557434
1,2024-11-30 17:16:29.041137,81.02236,20.00846,1.0426141,14,TypeB,Medium,23.643778,66.594536
1,2024-12-01 17:16:29.041137,93.96375,22.463488,2.7140691,7,TypeB,High,19.996109,36.38879
1,2024-12-02 17:16:29.041137,93.85756,22.052866,1.6796143,25,TypeA,Medium,23.537401,45.31144
1,2024-12-03 17:16:29.041137,84.60426,22.403954,3.798417,60,TypeB,High,12.921542,50.92167
1,2024-12-04 17:16:29.041137,92.14192,21.560137,0.20162521,98,TypeA,Medium,26.860817,54.716137
1,2024-12-05 17:16:29.041137,99.210175,22.152613,0.97275877,69,TypeC,High,12.271268,69.2276
1,2024-12-06 17:16:29.041137,86.59605,21.212423,1.1068667,38,TypeB,High,21.747065,54.753128
1,2024-12-07 17:16:29.041137,96.07925,20.52292,3.2495873,25,TypeA,High,23.540346,44.880905
1,2024-12-08 17:16:29.041137,92.08849,22.705317,2.2506943,61,TypeA,High,13.658259,59.730373
1,2024-12-09 17:16:29.041137,80.06196,20.103851,0.9609166,76,TypeB,High,29.922432,58.756054
1,2024-12-10 17:16:29.041137,93.27548,21.442352,0.3699012,24,TypeC,High,30.383036,51.281414
1,2024-12-11 17:16:29.041137,84.16224,20.647955,1.7543361,44,TypeA,High,34.70722,52.586113
1,2024-12-12 17:16:29.041137,99.9565,21.552603,1.5958502,72,TypeC,High,32.978947,49.847656
1,2024-12-13 17:16:29.041137,96.53761,23.202856,1.7921249,83,TypeB,High,28.8648,54.536667
1,2024-12-14 17:16:29.041137,97.291336,22.651112,2.1085837,11,TypeB,Medium,25.65801,60.134377
1,2024-12-15 17:16:29.041137,88.064285,23.674698,0.8471048,30,TypeB,High,22.130117,55.859818
1,2024-12-16 17:16:29.041137,94.06069,20.21381,0.47383487,89,TypeB,High,28.87844,42.39928
1,2024-12-17 17:16:29.041137,90.19613,21.000648,3.9013274,28,TypeC,High,27.732439,64.96153
1,2024-12-18 17:16:29.041137,83.93942,21.052189,1.2494017,40,TypeB,High,16.203516,32.2736
1,2024-12-19 17:16:29.041137,97.45745,21.220716,0.9060159,39,TypeC,High,18.980684,38.098473
1,2024-12-20 17:16:29.041137,95.00322,21.26915,2.9025383,33,TypeA,High,25.47945,50.55772
1,2024-12-21 17:16:29.041137,88.77196,22.59662,0.33178884,41,TypeA,High,26.489279,45.23274
1,2024-12-22 17:16:29.041137,96.12041,20.691973,1.9041606,100,TypeC,High,23.04157,59.621033
1,2024-12-23 17:16:29.041137,87.669106,23.685343,2.6476216,55,TypeA,High,26.825857,38.419056
1,2024-12-24 17:16:29.041137,95.3257,23.27542,1.1448474,8,TypeB,High,24.69587,41.1826
1,2024-12-25 17:16:29.041137,80.30575,22.388956,3.3797615,48,TypeB,High,26.508392,63.839924
1,2024-12-26 17:16:29.041137,81.84818,21.889507,3.0828242,26,TypeC,Medium,31.108032,67.87574
1,2024-12-27 17:16:29.041137,86.9852,23.718678,3.820628,67,TypeB,High,25.358528,48.032513
1,2024-12-28 17:16:29.041137,94.00378,22.03964,0.21765734,48,TypeB,High,22.680368,58.25714
1,2024-12-29 17:16:29.041137,89.32375,23.53355,2.8187144,15,TypeB,Medium,32.163216,62.962437
1,2024-12-30 17:16:29.041137,93.10234,23.470522,1.2876617,75,TypeB,High,24.468924,41.401676
1,2024-12-31 17:16:29.041137,98.141205,23.470709,3.4066942,72,TypeA,High,26.396473,47.79037
1,2025-01-01 17:16:29.041137,91.12383,23.154604,2.4661176,79,TypeA,High,21.277922,62.654907
1,2025-01-02 17:16:29.041137,80.387375,20.115808,3.5554338,42,TypeC,High,18.799068,59.907303
1,2025-01-03 17:16:29.041137,92.17708,23.11086,3.4949732,31,TypeC,High,7.509194,37.867054
1,2025-01-04 17:16:29.041137,95.727776,21.202938,3.676913,64,TypeB,High,22.56851,54.33027
1,2025-01-05 17:16:29.041137,81.53844,20.900919,1.988864,17,TypeC,High,23.90461,50.87173
1,2025-01-06 17:16:29.041137,88.48892,20.688868,3.7742877,52,TypeB,Low,33.002846,50.43399
1,2025-01-07 17:16:29.041137,84.72111,21.94714,1.4064907,4,TypeB,High,29.69181,63.77159
1,2025-01-08 17:16:29.041137,95.35517,23.241709,3.8867776,26,TypeC,High,32.30318,32.882557
1,2025-01-09 17:16:29.041137,97.5903,22.465097,3.5562918,29,TypeB,High,23.698092,36.20876
1,2025-01-10 17:16:29.041137,87.21469,21.646305,3.9298806,53,TypeB,Low,21.12878,48.407726
1,2025-01-11 17:16:29.041137,92.9395,21.070261,1.867392,15,TypeC,High,10.372472,36.30374
1,2025-01-12 17:16:29.041137,87.088104,20.941711,2.1889095,90,TypeC,Medium,22.069452,52.683044
1,2025-01-13 17:16:29.041137,89.38093,21.091284,1.6306684,28,TypeB,High,28.822672,45.46774
1,2025-01-14 17:16:29.041137,89.701416,20.80041,1.49509,48,TypeA,Medium,23.451416,48.071186
1,2025-01-15 17:16:29.041137,91.99602,21.32814,1.5421994,44,TypeB,High,28.976393,38.94397
1,2025-01-16 17:16:29.041137,85.50893,21.23528,3.1393619,31,TypeB,Low,28.658758,61.44466
1,2025-01-17 17:16:29.041137,83.783035,21.54313,0.28562328,97,TypeB,High,25.056435,46.02906
1,2025-01-18 17:16:29.041137,88.43761,23.266321,1.157206,36,TypeC,Low,20.528233,44.663994
1,2025-01-19 17:16:29.041137,93.76491,22.257317,3.2050755,30,TypeB,High,25.028263,57.882935
1,2025-01-20 17:16:29.041137,90.362724,22.745483,0.81345826,50,TypeA,High,33.771084,63.169815
1,2025-01-21 17:16:29.041137,95.53794,23.23697,2.5393298,96,TypeA,High,21.810917,35.21512
1,2025-01-22 17:16:29.041137,99.04642,21.616705,0.21228081,82,TypeC,High,21.908995,57.39289
1,2025-01-23 17:16:29.041137,92.39933,22.215168,1.2105776,6,TypeB,High,31.112057,68.266525
1,2025-01-24 17:16:29.041137,86.47707,23.038422,1.4913764,2,TypeA,High,26.717571,67.40471
1,2025-01-25 17:16:29.041137,93.01944,21.461294,2.8066642,2,TypeB,High,29.937468,50.681454
1,2025-01-26 17:16:29.041137,94.00124,21.117558,0.22551987,71,TypeA,High,19.630724,58.200905
1,2025-01-27 17:16:29.041137,89.72827,20.403852,3.4828465,20,TypeC,High,30.032963,34.528427
1,2025-01-28 17:16:29.041137,86.164925,20.273392,2.8740513,21,TypeC,High,25.549181,55.28209
1,2025-01-29 17:16:29.041137,85.708954,21.57572,3.9263172,40,TypeC,Low,30.29173,67.87626
1,2025-01-30 17:16:29.041137,81.69186,21.217815,0.7968954,37,TypeC,Medium,34.08427,52.942444
1,2025-01-31 17:16:29.041137,82.94784,23.37795,1.4446415,37,TypeB,High,23.996273,60.867294
